account_value,date,daily_return
12816.572221518541,2019-04-04,
12861.857536410358,2019-04-05,0.003533340592875911
12872.392994021442,2019-04-08,0.0008191241102819546
12807.066631411579,2019-04-09,-0.005074919841260628
12850.041465853717,2019-04-10,0.0033555564032698992
12846.915897463825,2019-04-11,-0.0002432341092593049
12933.153602694536,2019-04-12,0.006712716570965949
12925.325225924518,2019-04-15,-0.0006052952752673146
12933.752952670122,2019-04-16,0.0006520320841676419
12902.494449709919,2019-04-17,-0.002416816145676459
12927.827045535114,2019-04-18,0.0019633874615434532
12938.754863833454,2019-04-22,0.000845294283397191
13051.257927035358,2019-04-23,0.00869504557323153
13023.533191775348,2019-04-24,-0.002124296019204275
13015.409572695758,2019-04-25,-0.000623764608264632
13077.697292422321,2019-04-26,0.004785690329502268
13096.639400576618,2019-04-29,0.001448428399185575
13105.639255618122,2019-04-30,0.0006871881225583021
13006.590465640094,2019-05-01,-0.007557722904326658
12979.358074282673,2019-05-02,-0.002093737896135206
13105.71038064864,2019-05-03,0.009734865595265596
13052.023014163044,2019-05-06,-0.004096486563968993
12835.759853457477,2019-05-07,-0.016569321129061287
12817.852726077106,2019-05-08,-0.0013950967909038825
12778.923099612262,2019-05-09,-0.0030371410326508474
12844.702518557575,2019-05-10,0.005147493136358872
12526.851661776569,2019-05-13,-0.024745676773890724
12637.691524600055,2019-05-14,0.008848181954743906
12711.69404230025,2019-05-15,0.0058556990061156
12829.545795535114,2019-05-16,0.009271128839530851
12747.404518221882,2019-05-17,-0.006402508601810242
12664.231147860553,2019-05-20,-0.006524729817935504
12775.879207705524,2019-05-21,0.00881601563817247
12737.832306002643,2019-05-22,-0.002978026097799513
12584.58719262984,2019-05-23,-0.012030705829012
12612.631576632526,2019-05-24,0.0022284707136925874
12493.927700137165,2019-05-28,-0.009411507485502457
12410.285911654499,2019-05-29,-0.0066945952057773095
12444.76471719649,2019-05-30,0.0027782442554054043
12277.639129733112,2019-05-31,-0.013429389085391152
12248.13624582198,2019-06-03,-0.0024029769566760173
12511.11979684737,2019-06-04,0.021471311695695494
12620.903411959674,2019-06-05,0.008774883215487028
12702.637313937214,2019-06-06,0.006476073804676075
12829.050579165485,2019-06-07,0.009951733809606012
12886.885181521442,2019-06-10,0.0045080968384270115
12883.893577670124,2019-06-11,-0.0002321432843684912
12862.472091769245,2019-06-12,-0.0016626562282388013
12916.119052981403,2019-06-13,0.004170812642344757
12902.999675845173,2019-06-14,-0.0010157367768456327
12907.287857150104,2019-06-17,0.0003323398754291329
13038.962879275348,2019-06-18,0.010201602659097864
13069.163162325885,2019-06-19,0.0023161568393248455
13193.854656313923,2019-06-20,0.009540893509347503
13174.424404238727,2019-06-21,-0.0014726744064819108
13159.40311059859,2019-06-24,-0.0011401859526631863
13031.489441012409,2019-06-25,-0.009720324585479112
13016.139064883258,2019-06-26,-0.001177944869512726
13061.672466372516,2019-06-27,0.0034982264143215147
13128.010223483112,2019-06-28,0.005078810334693706
13246.29549417403,2019-07-01,0.009010144620342553
13281.871551608112,2019-07-02,0.0026857363592507344
13389.459076022174,2019-07-03,0.008100328631851283
