account_rewards,date
45.2853148918166,2019-04-04
10.535457611083984,2019-04-05
-65.32636260986328,2019-04-08
42.97483444213867,2019-04-09
-3.125568389892578,2019-04-10
86.23770523071107,2019-04-11
-7.828376770017712,2019-04-12
8.42772674560365,2019-04-15
-31.25850296020326,2019-04-16
25.332595825195312,2019-04-17
10.927818298339844,2019-04-18
112.5030632019043,2019-04-22
-27.724735260009766,2019-04-23
-8.123619079589844,2019-04-24
62.2877197265625,2019-04-25
18.942108154296875,2019-04-26
8.999855041503906,2019-04-29
-99.04878997802734,2019-04-30
-27.232391357421875,2019-05-01
126.3523063659668,2019-05-02
-53.6873664855957,2019-05-03
-216.2631607055664,2019-05-06
-17.907127380371094,2019-05-07
-38.92962646484375,2019-05-08
65.7794189453125,2019-05-09
-317.85085678100586,2019-05-10
110.83986282348633,2019-05-13
74.00251770019531,2019-05-14
117.85175323486328,2019-05-15
-82.14127731323242,2019-05-16
-83.17337036132812,2019-05-17
111.6480598449707,2019-05-20
-38.04690170288086,2019-05-21
-153.24511337280273,2019-05-22
28.044384002685547,2019-05-23
-118.70387649536133,2019-05-24
-83.64178848266602,2019-05-28
34.47880554199219,2019-05-29
-167.1255874633789,2019-05-30
-29.502883911132812,2019-05-31
262.9835510253906,2019-06-03
109.78361511230469,2019-06-04
81.73390197753906,2019-06-05
126.41326522827148,2019-06-06
57.83460235595703,2019-06-07
-2.9916038513183594,2019-06-10
-21.421485900878906,2019-06-11
53.6469612121582,2019-06-12
-13.119377136230469,2019-06-13
4.288181304931641,2019-06-14
131.67502212524414,2019-06-17
30.20028305053711,2019-06-18
124.69149398803711,2019-06-19
-19.430252075195312,2019-06-20
-15.021293640136719,2019-06-21
-127.91366958618164,2019-06-24
-15.35037612915039,2019-06-25
45.53340148925781,2019-06-26
66.3377571105957,2019-06-27
118.28527069091797,2019-06-28
35.57605743408203,2019-07-01
107.5875244140625,2019-07-02
