account_value,date,daily_return
13888.524876633677,2019-10-03,
14123.006557421719,2019-10-04,0.016883123504537023
13982.331550471341,2019-10-07,-0.0099606982676399
13727.56094263748,2019-10-08,-0.018220895915264768
13764.019441208877,2019-10-09,0.0026558613524823027
13759.001798234023,2019-10-10,-0.0003645477977044509
13668.835426143685,2019-10-11,-0.006553264067594711
13534.39091585449,2019-10-14,-0.009835842344846024
13355.64616880516,2019-10-15,-0.013206707871866175
13370.651421643295,2019-10-16,0.0011235138044598525
13415.56515157608,2019-10-17,0.003359128027231595
13473.15971957592,2019-10-18,0.0042931152992145005
13538.762510164299,2019-10-21,0.004869146655558376
13621.814349422493,2019-10-22,0.006134374481851168
13662.225384308853,2019-10-23,0.0029666411426370054
13660.263397767105,2019-10-24,-0.00014360665898549563
13551.260983063736,2019-10-25,-0.007979525103533947
13500.771835904161,2019-10-28,-0.0037257895942433006
13522.409204731981,2019-10-29,0.00160267643145251
13480.449585309068,2019-10-30,-0.0031029692111542717
13400.029286423724,2019-10-31,-0.005965698575289835
13386.637256135027,2019-11-01,-0.000999403061175741
13555.172796860737,2019-11-04,0.012589833989000487
13562.704906483692,2019-11-05,0.000555663121070582
13516.850908261344,2019-11-06,-0.0033808888815701765
13384.78298820977,2019-11-07,-0.009770613062755285
13356.29986637597,2019-11-08,-0.0021280226850812767
13281.864357033775,2019-11-11,-0.005573063654372046
13241.606778391884,2019-11-12,-0.0030310186551913976
13371.569304558801,2019-11-13,0.009814709675489919
13385.57181504922,2019-11-14,0.0010471852758258127
13435.204007187893,2019-11-15,0.003707887330063331
13440.143349080134,2019-11-18,0.00036764174846903863
13455.915409340905,2019-11-19,0.0011735038720290802
13318.997642422724,2019-11-20,-0.010175284456911404
13324.51686159425,2019-11-21,0.00041438697713602757
13346.342769967128,2019-11-22,0.001638026248875768
13314.209047692348,2019-11-25,-0.002407679978599808
13421.122862931301,2019-11-26,0.008030053821145522
13406.78603216653,2019-11-27,-0.0010682288591790101
13346.404854741146,2019-11-29,-0.004503777212563342
13236.787256056836,2019-12-02,-0.008213267908276367
12884.378553206494,2019-12-03,-0.026623431806618192
13035.931651911786,2019-12-04,0.011762546255486672
13076.39853254228,2019-12-05,0.0031042568886558985
13169.597488078169,2019-12-06,0.007127264843140857
13196.581509409956,2019-12-09,0.0020489632546640824
13152.013371686033,2019-12-10,-0.003377248698243851
13126.110176884702,2019-12-11,-0.001969523149747965
13415.533021466306,2019-12-12,0.02204939930271821
13316.173241143279,2019-12-13,-0.007406323711778073
13394.173096184782,2019-12-16,0.005857527806900631
13456.374911850982,2019-12-17,0.004643945932273796
13427.995537015013,2019-12-18,-0.002108991093208612
13413.93185445886,2019-12-19,-0.001047340425261889
13537.506493784957,2019-12-20,0.009212409953090583
13445.09171412187,2019-12-23,-0.006826573247112666
13470.664491471343,2019-12-24,0.0019020158354601246
13468.464198960357,2019-12-26,-0.0001633395674266458
13416.781246880586,2019-12-27,-0.003837330768845959
13349.106092698152,2019-12-30,-0.0050440677936944844
13372.388461522158,2019-12-31,0.0017441144494867444
13262.103342530307,2020-01-02,-0.008247226687228437
