account_value,date,daily_return
10036.722220497155,2018-10-02,
9914.416093383812,2018-10-03,-0.012185863514641015
9892.263803039574,2018-10-04,-0.002234351487327757
9998.234429870628,2018-10-05,0.010712474812741402
10104.192563568138,2018-10-08,0.010597684465264212
10124.316644226097,2018-10-09,0.001991656486290516
10073.32474664309,2018-10-10,-0.005036576726596964
9827.303578887962,2018-10-11,-0.024423035486581868
9817.477631122612,2018-10-12,-0.0009998620360582855
9912.017041980767,2018-10-15,0.009629704737849742
10036.163533985162,2018-10-16,0.012524846504862852
10135.553136646295,2018-10-17,0.009903146986851352
10044.936437427545,2018-10-18,-0.008940478925724804
10740.326192676568,2018-10-19,0.06922789004995522
10729.596188510917,2018-10-22,-0.0009990389465980298
10788.44485104754,2018-10-23,0.00548470431717063
11069.634563571954,2018-10-24,0.026063970887992394
11025.22320473864,2018-10-25,-0.00401199864171331
10858.863124019646,2018-10-26,-0.015089044242432403
10958.430806285882,2018-10-29,0.009169254748776945
11067.420605785393,2018-10-30,0.009945748750541439
10984.746181613946,2018-10-31,-0.007470071583638105
11043.567176944756,2018-11-01,0.0053547887550886575
11054.033321506524,2018-11-02,0.0009477141211780005
11264.315581447625,2018-11-05,0.01902312520914684
11314.243375904107,2018-11-06,0.004432385979909359
11305.557052738213,2018-11-07,-0.0007677334557247839
11323.754306919122,2018-11-08,0.001609584923239149
11456.331369525933,2018-11-09,0.011707871701684969
11469.067056781792,2018-11-12,0.0011116723883997093
11542.58736527636,2018-11-13,0.006410312899085779
11530.875884182,2018-11-14,-0.0010146322244518613
11565.966574794793,2018-11-15,0.0030431938532033964
11605.964438564324,2018-11-16,0.0034582378836107708
11575.890987522149,2018-11-19,-0.0025912065474065216
11389.120347148919,2018-11-20,-0.01613445052087592
11307.292901165032,2018-11-21,-0.00718470289976092
11322.225994236016,2018-11-23,0.001320660320866418
11370.746659404778,2018-11-26,0.004285435142653338
11456.379890567803,2018-11-27,0.007531012142654392
11536.977618343377,2018-11-28,0.007035182888962321
11513.575055248284,2018-11-29,-0.002028483010826254
11763.003602153802,2018-11-30,0.021663865976347507
11578.548948413872,2018-12-03,-0.015680914499265786
11545.906944400811,2018-12-04,-0.002819179169902264
11565.922259456658,2018-12-06,0.001733542038077296
11439.803963787102,2018-12-07,-0.010904300827929037
11501.203344471001,2018-12-10,0.005367170703122204
11609.719111568475,2018-12-11,0.009435166377580906
11612.507317668938,2018-12-12,0.0002401613745921516
11869.070753223443,2018-12-13,0.022093715727018903
11764.447766429925,2018-12-14,-0.008814758035299741
11387.06609070971,2018-12-17,-0.032078146226045656
11334.16519845202,2018-12-18,-0.004645699940290182
11220.229292041802,2018-12-19,-0.0100524303656504
11154.759218341851,2018-12-20,-0.00583500318896224
11132.477642185235,2018-12-21,-0.001997495035121699
10715.768496639275,2018-12-24,-0.037431842123525905
11023.244308597588,2018-12-26,0.028693771431768544
11225.731598979974,2018-12-27,0.018369119354857633
11175.372645504021,2018-12-28,-0.004486028641601192
11245.324523098016,2018-12-31,0.006259467116932038
11155.15993130877,2019-01-02,-0.00801796263007315
