account_value,date,daily_return
10315.025273950578,2018-07-03,
10398.937315618516,2018-07-05,0.008134933210473871
10390.425147069931,2018-07-06,-0.0008185613866332764
10109.00750597382,2018-07-09,-0.02708432399183114
10309.027719293597,2018-07-10,0.019786335424281543
10317.429616983416,2018-07-11,0.0008150038896581613
10333.68286116219,2018-07-12,0.0015753191232843466
10305.397078317648,2018-07-13,-0.002737241235731158
10267.39595279122,2018-07-16,-0.0036874974576557307
10237.90449870873,2018-07-17,-0.0028723401939584337
10183.339473379141,2018-07-18,-0.005329706419557989
10289.313024877554,2018-07-19,0.010406561793942393
10255.291728637703,2018-07-20,-0.0033064691644227873
10169.324954017646,2018-07-23,-0.008382674710266658
10206.507477130897,2018-07-24,0.0036563413285914947
10214.59251165391,2018-07-25,0.0007921450644237105
10279.000466369638,2018-07-26,0.006305484496052616
10280.452184911737,2018-07-27,0.00014123148907807526
10248.247251565943,2018-07-30,-0.003132637822396589
10332.730878885279,2018-07-31,0.00824371477829322
10205.034221010219,2018-08-01,-0.012358461608247717
10281.844340385447,2018-08-02,0.0075266890548089105
10366.525347209941,2018-08-03,0.008235974405086166
10392.941214584362,2018-08-06,0.002548189146282187
10269.271681449902,2018-08-07,-0.011899377720035131
10256.828376148234,2018-08-08,-0.0012117028049948297
10306.471504045498,2018-08-09,0.0048400076589665275
10253.412502298366,2018-08-10,-0.0051481248190813345
10206.415903306972,2018-08-13,-0.0045835080741031264
10216.145753700268,2018-08-14,0.0009533072613809868
10171.342258132949,2018-08-15,-0.004385557591628064
10256.451835975662,2018-08-16,0.00836758568168916
10275.713745460525,2018-08-17,0.0018780285612320924
10290.237128942505,2018-08-20,0.0014133698000682315
10284.135374906557,2018-08-21,-0.0005929653475901242
10212.263445447938,2018-08-22,-0.006988621487226565
10154.73729754831,2018-08-23,-0.0056330458185809285
10158.367706407564,2018-08-24,0.0003575088899769874
10155.96577802469,2018-08-27,-0.00023644826140301056
10154.885632324236,2018-08-28,-0.00010635578378881405
10180.845821704881,2018-08-29,0.002556423609342273
10195.462811241166,2018-08-30,0.0014357342987281196
10153.715216548937,2018-08-31,-0.004094722864978695
10180.810418590563,2018-09-04,0.002668501278966895
10062.452451149005,2018-09-05,-0.011625593894316277
10021.59833547594,2018-09-06,-0.004060055525370587
9935.77520134737,2018-09-07,-0.008563816993618745
9985.350835453053,2018-09-10,0.0049896090743841714
9935.44316083147,2018-09-11,-0.004998089245335846
10006.106717395802,2018-09-12,0.0071122702249366565
9999.038177906057,2018-09-13,-0.0007064225566828508
9965.83300219538,2018-09-14,-0.0033208369765050927
9962.713703022026,2018-09-17,-0.0003129993421190358
9952.587032705329,2018-09-18,-0.0010164570235140502
9907.676132207893,2018-09-19,-0.004512485080497508
10004.699362480187,2018-09-20,0.009792733328948033
10044.555632415793,2018-09-21,0.003983754882737944
9957.205189170862,2018-09-24,-0.008696297421364685
9933.163057384514,2018-09-25,-0.0024145461833502413
9904.109637523674,2018-09-26,-0.002924891063702195
9923.47920506289,2018-09-27,0.001955710129240673
9953.876620327019,2018-09-28,0.003063181232709322
9917.34111698153,2018-10-01,-0.0036704798280178252
