account_rewards,date
215.05124627971782,2019-01-03
-12.181962966918945,2019-01-04
115.65651512145996,2019-01-07
-97.73830986022949,2019-01-08
104.0232295989972,2019-01-09
3.898815155031116,2019-01-10
-78.9758529663086,2019-01-11
176.77992057800293,2019-01-14
25.477005004882812,2019-01-15
93.26748847961426,2019-01-16
79.83165168762207,2019-01-17
-65.66592216491699,2019-01-18
73.25991249084473,2019-01-22
-7.376932144165039,2019-01-23
-44.46504783630189,2019-01-24
-54.0548667907733,2019-01-25
15.977455139160156,2019-01-28
139.26743125915527,2019-01-29
214.40343284606934,2019-01-30
-30.03550910949707,2019-01-31
75.37184715270996,2019-02-01
14.388853073120117,2019-02-04
1.174652099609375,2019-02-05
23.170047760009766,2019-02-06
34.364349365234375,2019-02-07
9.142084121702283,2019-02-08
69.29778480529967,2019-02-11
4.098232269287109,2019-02-12
-50.646108627319336,2019-02-13
153.459566116333,2019-02-14
37.90644645690918,2019-02-15
34.16533279418945,2019-02-19
51.632537841796875,2019-02-20
88.36227035522461,2019-02-21
-62.53736114501953,2019-02-22
-27.269916534423828,2019-02-25
-24.620899200439453,2019-02-26
65.7983169555664,2019-02-27
47.14650917053223,2019-02-28
-2.3340702056884766,2019-03-01
-25.871051788330078,2019-03-04
6.551736831665039,2019-03-05
-13.864282608032227,2019-03-06
-18.578575134275525,2019-03-07
133.70342636108217,2019-03-08
52.79104423522949,2019-03-11
46.922903060913086,2019-03-12
-39.279258728027344,2019-03-13
56.726806640625,2019-03-14
25.914871215820312,2019-03-15
-18.582056045532227,2019-03-18
6.319211959838867,2019-03-19
137.9530372619629,2019-03-20
-1.5949153900146484,2019-03-21
0.19681549072265625,2019-03-22
91.18689346313477,2019-03-25
-67.30708312988281,2019-03-26
-51.177059173583984,2019-03-27
51.781782150268555,2019-03-28
-17.82879066467285,2019-03-29
-5.258480072021484,2019-04-01
-14.957494735717773,2019-04-02
