account_value,date,daily_return
10000.0,2018-04-04,
10068.749171512605,2018-04-05,0.00687491715126054
9845.05957152176,2018-04-06,-0.022216225290796476
9893.360329883577,2018-04-09,0.004906091020671299
10049.70979620743,2018-04-10,0.015803474361647085
9997.470681446075,2018-04-11,-0.005198071966323714
10079.061166065216,2018-04-12,0.008161112667283144
10049.701539295198,2018-04-13,-0.002912932691475967
10132.277431743623,2018-04-16,0.008216750728919253
10239.869355457307,2018-04-17,0.010618730531065657
10247.02450147438,2018-04-18,0.0006987536431075636
10191.598209054946,2018-04-19,-0.005409013359093495
10106.268647821427,2018-04-20,-0.008372539761006825
10104.907727869037,2018-04-23,-0.00013466097130554466
9970.420663507462,2018-04-24,-0.013309083861365978
9995.269059808732,2018-04-25,0.0024922114261654027
10096.811994226458,2018-04-26,0.010159099651057213
10106.884179742814,2018-04-27,0.0009975609649972572
10028.805131586076,2018-04-30,-0.007725333225172548
10046.373788507464,2018-05-01,0.001751819552865408
9979.153154047013,2018-05-02,-0.006691034583776734
9956.99200979042,2018-05-03,-0.002220743976417139
10085.577970178607,2018-05-04,0.012914137147217897
10119.22471395302,2018-05-07,0.0033361245011342966
10118.263333948136,2018-05-08,-9.500530248696126e-05
10215.442670495988,2018-05-09,0.009604349416544755
10311.096265466691,2018-05-10,0.009363627016083065
10342.247766168597,2018-05-11,0.003021162823029444
10346.760923059464,2018-05-14,0.000436380658528579
10276.174203546527,2018-05-15,-0.006822107907763053
10318.758062036513,2018-05-16,0.004143940891474074
10310.356691034318,2018-05-17,-0.0008141843186637576
10284.053487451556,2018-05-18,-0.002551143900349717
10360.872232110978,2018-05-21,0.0074696951696289204
10332.582772882462,2018-05-22,-0.00273041290296383
10360.433675439837,2018-05-23,0.0026954444178728387
10339.866532953263,2018-05-24,-0.0019851623137484564
10314.969979913712,2018-05-25,-0.002407821509127328
10195.92764440346,2018-05-29,-0.011540735042570471
10332.211957605363,2018-05-30,0.013366543776593964
10268.973943384171,2018-05-31,-0.006120472022899559
10368.946099908828,2018-06-01,0.009735359839827318
10417.78978124428,2018-06-04,0.004710573366359938
10424.891400964738,2018-06-05,0.0006816819948931574
10511.835103662492,2018-06-06,0.008340010399504827
10510.756097467423,2018-06-07,-0.0001026467961519062
10541.840997369767,2018-06-08,0.0029574370876928047
10555.068734796523,2018-06-11,0.001254784380646301
10569.337640436173,2018-06-12,0.0013518534078902356
10535.983434350968,2018-06-13,-0.0031557517812278446
10562.500566156388,2018-06-14,0.0025168160115898175
10549.17589727211,2018-06-15,-0.0012615070456868382
10528.02266088295,2018-06-18,-0.002005202737649925
10488.798326166154,2018-06-19,-0.0037257076642259745
10506.49847188759,2018-06-20,0.0016875284633206533
10441.214322717668,2018-06-21,-0.006213692349035571
10459.785367639543,2018-06-22,0.0017786288402747985
10318.87574544716,2018-06-25,-0.013471559619983142
10341.079820306777,2018-06-26,0.002151792056359847
10255.670762689593,2018-06-27,-0.008259201079704126
10313.968320520402,2018-06-28,0.005684421738936463
10328.583192499162,2018-06-29,0.00141699795118444
10351.399011285783,2018-07-02,0.0022089979197912335
