account_value,date,daily_return
11070.660324222588,2019-01-03,
11285.711570502306,2019-01-04,0.019425331460056317
11273.529607535387,2019-01-07,-0.0010794146998014398
11389.186122656847,2019-01-08,0.010259121956281758
11291.447812796618,2019-01-09,-0.008581676408448202
11395.471042395615,2019-01-10,0.009212567894181678
11399.369857550646,2019-01-11,0.00034213725264420347
11320.394004584337,2019-01-14,-0.006928089355219713
11497.17392516234,2019-01-15,0.015616057224369984
11522.650930167223,2019-01-16,0.0022159362962339557
11615.918418646837,2019-01-17,0.008094273535218521
11695.75007033446,2019-01-18,0.0068726078137282265
11630.084148169542,2019-01-22,-0.005614511405427014
11703.344060660387,2019-01-23,0.006299173037572103
11695.967128516222,2019-01-24,-0.0006303268626410841
11651.50208067992,2019-01-25,-0.0038017418609095355
11597.447213889147,2019-01-28,-0.004639304564894253
11613.424669028307,2019-01-29,0.001377670003104292
11752.692100287462,2019-01-30,0.01199193478479832
11967.095533133532,2019-01-31,0.01824292094241331
11937.060024024035,2019-02-01,-0.0025098411746056204
12012.431871176745,2019-02-04,0.006314104729390646
12026.820724249865,2019-02-05,0.00119783015024999
12027.995376349474,2019-02-06,9.766937801281017e-05
12051.165424109484,2019-02-07,0.0019263432546348103
12085.529773474718,2019-02-08,0.002851537436909135
12094.67185759642,2019-02-11,0.0007564487691527066
12163.96964240172,2019-02-12,0.005729612644412185
12168.067874671007,2019-02-13,0.0003369156936237072
12117.421766043688,2019-02-14,-0.004162214506770123
12270.881332160021,2019-02-15,0.01266437440894963
12308.78777861693,2019-02-19,0.0030891380521758105
12342.95311141112,2019-02-20,0.0027756862339882726
12394.585649252916,2019-02-21,0.004183159198268616
12482.947919608141,2019-02-22,0.007129102404528576
12420.410558463122,2019-02-25,-0.005009823124134449
12393.140641928698,2019-02-26,-0.0021955728762800275
12368.519742728258,2019-02-27,-0.0019866553532961184
12434.318059683825,2019-02-28,0.005319821476151176
12481.464568854357,2019-03-01,0.003791644137155936
12479.130498648668,2019-03-04,-0.00018700291082129894
12453.259446860338,2019-03-05,-0.00207314538389769
12459.811183692003,2019-03-06,0.0005261061860648564
12445.946901083971,2019-03-07,-0.001112720121006161
12427.368325949696,2019-03-08,-0.00149274099286556
12561.071752310778,2019-03-11,0.010758788413947284
12613.862796546007,2019-03-12,0.004202749994284272
12660.78569960692,2019-03-13,0.0037199471579603127
12621.506440878893,2019-03-14,-0.0031024345297343547
12678.233247519518,2019-03-15,0.004494456102078104
12704.148118735338,2019-03-18,0.00204404436405925
12685.566062689806,2019-03-19,-0.0014626762748560784
12691.885274649645,2019-03-20,0.0004981418983283081
12829.838311911608,2019-03-21,0.01086938892660072
12828.243396521593,2019-03-22,-0.00012431297661275043
12828.440212012316,2019-03-25,1.5342357066350232e-05
12919.62710547545,2019-03-26,0.007108182441209809
12852.320022345568,2019-03-27,-0.005209676918721429
12801.142963171984,2019-03-28,-0.003981931595587795
12852.924745322252,2019-03-29,0.004045090528185025
12835.09595465758,2019-04-01,-0.0013871388044314203
12829.837474585558,2019-04-02,-0.00040969542343882726
12814.87997984984,2019-04-03,-0.0011658366495559402
