account_rewards,date
771.0659260444645,2020-04-03
-12.441087184904973,2020-04-06
0.0,2020-04-07
412.42704111099374,2020-04-08
-304.7178823356626,2020-04-09
434.9496860771178,2020-04-13
-328.3644997444153,2020-04-14
118.77446431827593,2020-04-15
359.56040477752686,2020-04-16
-381.5969814395903,2020-04-17
-293.25629166793806,2020-04-20
322.07983016967773,2020-04-21
-86.82598876953489,2020-04-22
110.53768107891483,2020-04-23
180.8482832069385,2020-04-24
34.095048914910876,2020-04-27
78.38723564147949,2020-04-28
-208.11404418945312,2020-04-29
-313.4983234405536,2020-04-30
37.17812919616881,2020-05-01
145.13850688934326,2020-05-04
-240.25691620922225,2020-05-05
-30.833127975463867,2020-05-06
-12.476957628250602,2020-05-07
-18.10602148437465,2020-05-08
-252.509765625,2020-05-11
-220.28724670410338,2020-05-12
145.31150817871094,2020-05-13
52.24114990234557,2020-05-14
380.4640350341797,2020-05-15
-134.40216064453125,2020-05-18
215.94468688964844,2020-05-19
-86.51945035553035,2020-05-20
22.968762912751117,2020-05-21
168.7112036457038,2020-05-22
199.44233703613463,2020-05-26
-32.701416015625,2020-05-27
53.35980224609375,2020-05-28
54.34730529785156,2020-05-29
108.19984436035156,2020-06-01
180.9207763671875,2020-06-02
-20.86242675781432,2020-06-03
350.1568603515643,2020-06-04
171.5498809814453,2020-06-05
-107.31184387207031,2020-06-08
-88.26670837402344,2020-06-09
-789.8461761474609,2020-06-10
158.75674438476562,2020-06-11
121.51519775390625,2020-06-12
250.441354927063,2020-06-15
-30.98064862823594,2020-06-16
61.5498892698306,2020-06-17
-93.34208679199219,2020-06-18
155.1687068939209,2020-06-19
-57.85135841369629,2020-06-22
-236.11441767501856,2020-06-23
2.4909772872924805,2020-06-24
-225.0763606710425,2020-06-25
116.00567626953125,2020-06-26
93.66058349609375,2020-06-29
85.9319296569829,2020-06-30
70.84489499664232,2020-07-01
