account_value,date,daily_return
13166.902384278354,2020-01-03,
13065.60794100481,2020-01-06,-0.007693111129500885
13003.92780027109,2020-01-07,-0.0047208014362762896
13001.85331900507,2020-01-08,-0.00015952728267054628
13030.209425412235,2020-01-09,0.0021809280347531157
12962.636126786289,2020-01-10,-0.005185895055083378
13036.413417578755,2020-01-13,0.005691534505084972
13020.071247906744,2020-01-14,-0.00125357866067477
12964.175271763863,2020-01-15,-0.004293062232809786
13041.3773279925,2020-01-16,0.005955030274604978
13074.95446300036,2020-01-17,0.0025746617219477574
13056.32477199084,2020-01-21,-0.0014248379267582933
13047.446533240382,2020-01-22,-0.000679995244106113
13080.528060629907,2020-01-23,0.0025354790537170935
12947.341423216883,2020-01-24,-0.010182053568150051
12827.48222959048,2020-01-27,-0.009257436697504118
12957.317840407437,2020-01-28,0.010121675360224014
12939.474370089598,2020-01-29,-0.00137709598063529
13082.335452548094,2020-01-30,0.01104071760354719
12939.618385306425,2020-01-31,-0.010909142924772741
13010.700433600492,2020-02-03,0.005493365119235927
13169.699552577087,2020-02-04,0.01222064252328603
13246.730525488922,2020-02-05,0.005849106322001196
13142.831670790742,2020-02-06,-0.007843358366674824
13071.114205224107,2020-02-07,-0.005456774260148456
13081.263056775162,2020-02-10,0.0007764335458868565
13134.595846726486,2020-02-11,0.0040770367295459575
13226.342176179001,2020-02-12,0.006985089645935361
13224.297533061097,2020-02-13,-0.0001545887056806361
13280.172714140961,2020-02-14,0.004225190861002259
13306.118834296296,2020-02-18,0.001953748698441782
13291.626905165742,2020-02-19,-0.0010891176691735227
13336.809190882754,2020-02-20,0.00339930439210967
13257.160446419788,2020-02-21,-0.0059720989723249795
12686.822950923037,2020-02-24,-0.04302109021021738
12198.31646954639,2020-02-25,-0.03850502866370542
12101.948455775333,2020-02-26,-0.007900107692044522
11668.522721724583,2020-02-27,-0.035814541405017275
11658.279265135838,2020-02-28,-0.0008778709038869126
11658.279265135838,2020-03-02,0.0
11658.279265135838,2020-03-03,0.0
12345.072760821417,2020-03-04,0.058910365763791495
12332.738047675208,2020-03-05,-0.0009991608300077282
12322.986176838953,2020-03-06,-0.000790730395679895
11740.345200886804,2020-03-09,-0.047280826870294
11728.605614159664,2020-03-10,-0.000999935395958662
11728.605614159664,2020-03-11,0.0
11728.605614159664,2020-03-12,0.0
11728.605614159664,2020-03-13,0.0
11728.605614159664,2020-03-16,0.0
11728.605614159664,2020-03-17,0.0
11728.605614159664,2020-03-18,0.0
11728.605614159664,2020-03-19,0.0
11728.605614159664,2020-03-20,0.0
11728.605614159664,2020-03-23,0.0
11728.605614159664,2020-03-24,0.0
11728.605614159664,2020-03-25,0.0
11728.605614159664,2020-03-26,0.0
11728.605614159664,2020-03-27,0.0
11945.065349024851,2020-03-30,0.018455709228031525
11933.132389559823,2020-03-31,-0.0009989865368130735
11684.315293959698,2020-04-01,-0.020850945709595337
11672.63443164738,2020-04-02,-0.0009997044771939967
