account_rewards,date
83.91204166793796,2018-07-03
-8.512168548584668,2018-07-05
-281.41764109611177,2018-07-06
200.02021331977812,2018-07-09
8.401897689818725,2018-07-10
16.253244178773457,2018-07-11
-28.285782844541245,2018-07-12
-38.00112552642895,2018-07-13
-29.491454082488417,2018-07-16
-54.565025329589844,2018-07-17
105.97355149841314,2018-07-18
-34.021296239850926,2018-07-19
-85.96677462005755,2018-07-20
37.18252311325159,2018-07-23
8.085034523011927,2018-07-24
64.40795471572892,2018-07-25
1.4517185420991154,2018-07-26
-32.204933345794416,2018-07-27
84.48362731933594,2018-07-30
-127.69665787505983,2018-07-31
76.81011937522817,2018-08-01
84.68100682449403,2018-08-02
26.415867374420486,2018-08-03
-123.66953313445993,2018-08-06
-12.443305301667351,2018-08-07
49.643127897263184,2018-08-08
-53.05900174713133,2018-08-09
-46.99659899139442,2018-08-10
9.729850393296147,2018-08-13
-44.80349556731926,2018-08-14
85.1095778427134,2018-08-15
19.26190948486328,2018-08-16
14.523383481979181,2018-08-17
-6.101754035948034,2018-08-20
-71.87192945861898,2018-08-21
-57.526147899627176,2018-08-22
3.6304088592532935,2018-08-23
-2.4019283828729385,2018-08-24
-1.0801457004545227,2018-08-27
25.960189380644806,2018-08-28
14.616989536285473,2018-08-29
-41.74759469222954,2018-08-30
27.09520204162618,2018-08-31
-118.35796744155778,2018-09-04
-40.85411567306619,2018-09-05
-85.82313412857002,2018-09-06
49.575634105684,2018-09-07
-49.90767462158328,2018-09-10
70.66355656433188,2018-09-11
-7.06853948974458,2018-09-12
-33.205175710676485,2018-09-13
-3.1192991733551025,2018-09-14
-10.126670316696618,2018-09-17
-44.91090049743616,2018-09-18
97.02323027229431,2018-09-19
39.85626993560618,2018-09-20
-87.35044324493174,2018-09-21
-24.042131786347454,2018-09-24
-29.053419860840222,2018-09-25
19.369567539215495,2018-09-26
30.39741526412945,2018-09-27
-36.535503345488905,2018-09-28
