account_rewards,date
50.328499168395865,2019-07-05
-75.33519962596984,2019-07-08
83.44778431892337,2019-07-09
45.44166564941406,2019-07-10
-99.06951107025088,2019-07-11
86.59508895874023,2019-07-12
-26.130529467582164,2019-07-15
36.47773703670646,2019-07-16
119.56144119167402,2019-07-17
-227.5643789253245,2019-07-18
-28.823876605987607,2019-07-19
-79.53890228271484,2019-07-22
1.5206871032714844,2019-07-23
-58.681209564208984,2019-07-24
99.65102913284318,2019-07-25
93.55613181686385,2019-07-26
55.12387087249772,2019-07-29
-278.1217006788265,2019-07-30
109.33418228149458,2019-07-31
-13.238419971465191,2019-08-01
-257.29798440933155,2019-08-02
147.769595530508,2019-08-05
119.86799613952826,2019-08-06
208.31830998611258,2019-08-07
-40.85340651702609,2019-08-08
-63.416250776290326,2019-08-09
15.094360935210716,2019-08-12
-137.9167861843107,2019-08-13
163.19085917663506,2019-08-14
58.75606918334961,2019-08-15
76.16932678222656,2019-08-16
54.40574264526367,2019-08-19
130.75107515335003,2019-08-20
34.74070345878681,2019-08-21
-206.357088570594,2019-08-22
234.1609068498601,2019-08-23
115.96344757080078,2019-08-26
39.268287658691406,2019-08-27
123.60253265190113,2019-08-28
-82.71176670741988,2019-08-29
285.0870475769043,2019-08-30
63.250453553198895,2019-09-03
-145.81995797347918,2019-09-04
-76.16932678222656,2019-09-05
-271.55824845504685,2019-09-06
-83.5569515762345,2019-09-09
55.07152235794092,2019-09-10
45.9838105049148,2019-09-11
-101.16967010498047,2019-09-12
48.38633728027344,2019-09-13
172.28866210937304,2019-09-16
3.017709976196784,2019-09-17
43.86619976806833,2019-09-18
61.75252982711936,2019-09-19
43.295793533325195,2019-09-20
125.3256421699516,2019-09-23
-76.23611462974623,2019-09-24
127.41859964370815,2019-09-25
-14.936279296875,2019-09-26
-106.43336525344603,2019-09-27
11.05722372436503,2019-09-30
-351.16790771484375,2019-10-01
