account_value,date,daily_return
13373.375133608844,2019-07-05,
13423.70363277724,2019-07-08,0.003763335632597009
13348.36843315127,2019-07-09,-0.005612102418740883
13431.816217470194,2019-07-10,0.006251534390650848
13477.257883119608,2019-07-11,0.0033831363468410647
13378.188372049357,2019-07-12,-0.007350865578845678
13464.783461008097,2019-07-15,0.006472856155894879
13438.652931540515,2019-07-16,-0.0019406572369509156
13475.130668577222,2019-07-17,0.0027143893976973033
13594.692109768896,2019-07-18,0.008872748185698942
13367.127730843571,2019-07-19,-0.016739208000290162
13338.303854237583,2019-07-22,-0.0021563253667037374
13258.764951954869,2019-07-23,-0.0059631946574260075
13260.28563905814,2019-07-24,0.00011469296791832839
13201.604429493931,2019-07-25,-0.004425335257587815
13301.255458626774,2019-07-26,0.007548402897924467
13394.811590443638,2019-07-29,0.007033631682954233
13449.935461316136,2019-07-30,0.004115315135289066
13171.81376063731,2019-07-31,-0.020678292582053115
13281.147942918804,2019-08-01,0.008300617080407635
13267.909522947339,2019-08-02,-0.000996782810368746
13010.611538538007,2019-08-05,-0.019392503692034158
13158.381134068515,2019-08-06,0.011357621053615263
13278.249130208043,2019-08-07,0.00910963095826256
13486.567440194156,2019-08-08,0.015688688165383713
13445.71403367713,2019-08-09,-0.003029192320298635
13382.29778290084,2019-08-12,-0.004716465828252248
13397.39214383605,2019-08-13,0.0011279349167150343
13259.47535765174,2019-08-14,-0.01029430091346284
13422.666216828375,2019-08-15,0.012307489910033276
13481.422286011724,2019-08-16,0.004377376911129938
13557.59161279395,2019-08-19,0.005649947399189337
13611.997355439215,2019-08-20,0.004012935645142379
13742.748430592565,2019-08-21,0.009605576003223648
13777.489134051351,2019-08-22,0.0025279298121656524
13571.132045480757,2019-08-23,-0.014977844407119023
13805.292952330617,2019-08-26,0.01725433855223857
13921.256399901418,2019-08-27,0.008399926605775043
13960.52468756011,2019-08-28,0.0028207430802704714
14084.12722021201,2019-08-29,0.008853716849341664
14001.415453504591,2019-08-30,-0.00587269380730393
14286.502501081495,2019-09-03,0.020361301935765797
14349.752954634694,2019-09-04,0.00442728747280241
14203.932996661215,2019-09-05,-0.0101618444885061
14127.763669878988,2019-09-06,-0.005362551822803652
13856.205421423942,2019-09-09,-0.01922160186144828
13772.648469847707,2019-09-10,-0.006030291052631309
13827.719992205648,2019-09-11,0.003998615261146643
13873.703802710563,2019-09-12,0.003325480305562678
13772.534132605582,2019-09-13,-0.00729218898887074
13820.920469885856,2019-09-16,0.0035132486740927504
13993.209131995229,2019-09-17,0.012465787823956465
13996.226841971426,2019-09-18,0.00021565531878575683
14040.093041739494,2019-09-19,0.0031341446707997545
14101.845571566613,2019-09-20,0.004398299188156152
14145.141365099938,2019-09-23,0.0030702217886020566
14270.46700726989,2019-09-24,0.008859978061383389
14194.230892640144,2019-09-25,-0.005342229836690637
14321.649492283852,2019-09-26,0.008976787865961455
14306.713212986977,2019-09-27,-0.0010429161323157743
14200.279847733531,2019-09-30,-0.00743940020806666
14211.337071457896,2019-10-01,0.0007786623815113636
13860.169163743052,2019-10-02,-0.024710405920927103
